name_low,unix_date,date,tool,index,len_cut,min_current_main,max_current_main,min_current_sub,max_current_sub,rms_current_main,rms_current_sub,std_current_main,std_current_sub,svd_current_sub_0,svd_current_sub_1,svd_current_sub_2,svd_current_sub_3,svd_current_sub_4,svd_current_sub_5,svd_current_sub_6,svd_current_sub_7,svd_current_sub_8,svd_current_sub_9,svd_current_main_0,svd_current_main_1,svd_current_main_2,svd_current_main_3,svd_current_main_4,svd_current_main_5,svd_current_main_6,svd_current_main_7,svd_current_main_8,svd_current_main_9,failed
1540298755_37_3,1540298755,2018-10-23 08:45:55,37,3,1108,1.0,5.0,505.0,949.0,1.5659393554611079,717.9594737564779,0.6163744554043271,103.21954013116614,74513.69514693214,6512.872611717827,2812.2013660261296,1466.0935946075379,1219.7659717592735,1148.3452131241875,1075.3700550067442,708.5604618691216,540.1394026444876,503.1480203533806,152.27280281036425,20.414810050741025,20.383510443295517,20.240507124856524,20.195578524728518,19.479251361652008,19.475911997800814,19.28717730720212,19.155340456526684,18.31740642162764,
1540298755_54_3,1540298755,2018-10-23 08:45:55,54,3,1890,1.0,4.0,692.0,1864.0,1.5160516806536306,1472.0123148351902,0.6017015336441393,108.28109822599782,201849.5578980851,5815.690780229101,3089.7980707318943,1979.4892059644092,1613.8300481415818,1393.537408799206,1362.0072755071842,1102.4952976410586,763.9549383487431,757.677160938542,193.1220267578557,26.654350872799316,26.619532165184005,26.57020215493591,26.059253429940156,25.993159062674664,25.590852734867045,24.980935980041586,24.556138051870864,23.77354402896979,
1568211798_17_3,1568211798,2019-09-11 10:23:18,17,3,401,216.0,894.0,1.0,10.0,445.49170346411796,2.5311032753571494,105.07520882659857,1.248079226486082,140.62675266588292,27.26766522574096,27.18967868370865,26.34608110375419,25.198832921991976,25.02962633383354,24.265982134036033,23.96453305346196,21.776879961937112,21.315807327388264,27435.55722674292,2316.443937256858,895.335380574934,543.2929185490084,433.1728989544419,415.4697979095419,284.0171705506556,263.4677646134623,206.9591370940783,192.28232018890708,
1568211798_54_8,1568211798,2019-09-11 10:23:18,54,8,2322,1.0,5.0,344.0,1226.0,1.5951044830355698,729.0868095067466,0.6246713242168345,182.839017852597,109247.8585038801,16684.764539552765,6182.170635937922,2854.3882479583262,1687.5161365833621,1291.768848544553,958.856053297309,929.427758665016,653.7678965985787,649.0960733944464,226.3813924692101,32.41263453694228,31.597937104646512,29.34845346078056,29.301874205409344,28.326833625986996,28.119532943961158,28.066507372361524,27.206746872523805,26.990211866307007,
1540298755_15_4,1540298755,2018-10-23 08:45:55,15,4,341,230.0,651.0,1.0,6.0,419.4474336077374,2.3019818058803385,103.796721578255,1.058882518292604,117.83940623879438,24.538388565588132,24.02774810430613,20.635265674531997,18.98078114868993,18.436284579539397,17.81211851996406,17.732430497432212,15.425078967759958,15.290016176600725,23952.384468812124,906.1810026312205,672.619326375361,598.8663413613443,504.95769260146517,409.96971065954136,401.25027448737643,371.49380576413756,269.54289738725953,261.95869262863533,
1568213682_6_12,1568213682,2019-09-11 10:54:42,6,12,332,233.77268981933594,513.1490478515625,0.6058173775672913,5.058127403259277,355.7050619047743,2.139202347495682,61.63175336285843,0.7906879813633997,113.06438512396002,15.829266441671972,15.432279729368018,14.929880524841472,14.90353674548235,14.285964911329607,14.104558421460528,13.409600808457295,13.058829883556013,12.276749147710742,20098.355914808806,790.732351529207,351.98279136751376,220.32348728764939,182.82137836857493,128.87808226919577,106.77925146412788,75.31281788816091,71.72821443083488,71.2190155954667,
1574906106_2_2,1574906106,2019-11-27 20:55:06,2,2,314,241.0,461.0,1.0,8.0,325.9253558402872,2.659557934628105,39.97188959109967,1.2743032753944572,131.1617812668599,24.84785540264394,24.829309681207963,24.499739955854473,23.301580383548377,21.66734239849192,21.124309108570166,20.70904261658367,19.356414926445318,18.874063803135392,17816.131876509487,888.015258857639,839.289251419494,468.66562472993655,364.0742811143172,361.2989735833567,240.12644963348654,188.67444325832383,177.65034806117276,166.61485380017578,
1568211798_54_5,1568211798,2019-09-11 10:23:18,54,5,1549,1.0,3.0,223.0,1852.0,1.5251284486962384,1199.7825946272774,0.5830100058101698,386.6219377026612,148514.5323848904,11215.546983440967,4502.828740300332,1890.166309128308,1464.2922307840863,1143.4419654033968,1135.2190719646144,1056.739317568138,751.1240017050326,738.5960742910871,176.68802090383002,24.144580666162838,23.239890232202097,22.63836741355661,21.90299865592213,21.66804458342934,21.428586268037307,21.09613347377661,20.310994590718877,20.292391479121804,
1568211798_36_3,1568211798,2019-09-11 10:23:18,36,3,236,1.0,3.0,205.0,962.0,1.5321415166748287,592.4325857378777,0.6262591453166888,204.21486105678878,27785.622296786983,3737.868578749747,1783.1987292405395,1119.0240384480633,430.223066368179,327.9996339642973,311.966382067765,239.14204685313436,181.8754498452969,150.08428836467615,66.94636445218973,10.186220090098935,10.035355719973378,9.882301030061335,9.666665148736564,9.322524685716159,8.982737102747384,8.676263392155025,8.291326728062767,8.061629860227297,2
1574906106_54_0,1574906106,2019-11-27 20:55:06,54,0,183,1.0,3.0,356.0,553.0,1.4784425419091458,445.3038196594306,0.565250296873694,47.73695054349005,18306.280986237798,321.8639876628748,291.09518675881634,271.1163909570156,233.60389293403858,218.94021937921596,193.93368098746996,163.97414951601178,132.66998639618117,107.82301738405897,57.234299196609236,8.729488558568406,8.483810631083484,7.75849078140398,7.693205145830421,7.678006627170676,7.381312899276084,6.690167401025476,6.556806758939462,6.204093561679584,1
1568213830_6_0,1568213830,2019-09-11 10:57:10,6,0,301,241.7125244140625,793.0374755859375,0.43494588136672974,5.992840766906738,460.82724079866944,2.3021572345859727,149.1565429587979,0.9464444392421428,113.93221066117968,18.636500964781657,17.971091806540134,17.707490259647898,17.59073770912894,15.12026847578324,14.966934612188387,14.155614774191017,13.526779244816984,11.52352621363589,24947.746256288283,913.1554178964324,348.3646450112695,222.72458050050744,183.5946653138282,129.98894595204393,114.13064909600091,97.00629482821319,96.82037820143243,74.64111290191263,
1540298755_36_4,1540298755,2018-10-23 08:45:55,36,4,227,1.0,3.0,266.0,997.0,1.4079697633917962,592.2147299279311,0.5310882838830139,162.34352770049304,26861.508733932074,2777.861692603864,2085.5051572758694,1259.9443427023475,434.4922776049293,282.3531587236355,278.73614404788674,228.14361545975265,167.03137578851602,146.5802599689803,60.123879934021936,8.730876166603394,8.558920561518617,7.915740524800218,7.847645646801441,7.705731326112457,7.508173581139383,7.336177952103265,6.996640139799035,6.071886496396293,
1574906106_17_0,1574906106,2019-11-27 20:55:06,17,0,99,327.0,432.0,1.0,6.0,368.91128385227705,2.4474270142128836,20.093948305249302,1.1665682760557672,65.53059356972945,13.118512627273883,11.33902072846156,11.299302029596014,10.64337621249411,10.389157878204632,9.932349864620383,9.738456806555314,9.397154082781794,8.269621341368612,10359.38249420935,314.19848465785833,294.50300894085086,141.26253343776813,104.62495402279248,93.04115879470591,87.74685033760508,74.13432827318464,61.9186211427762,51.0995403895262,
